Longitude,Latitude,Annual_mean_temp,MeanDiurnalRange,Isothermality,TempSeasonality,MaxTempWarmMo,MinTempColdMo,TempAnnRange,MeanTempWetQtr,MeanTempDryQtr,MeanTempWarmQtr,MeanTempColdQtr,AnnPercip,PercipWetMo,PercipDryMo,PercipSeasonality,PrecipWetQtr,PrecipDryQtr,PrecipWrmQtr,PrecipColdQtr,level_0,index,class
75.5625,27.39583,24.22033,14.574,42.5742,668.1846,39.86,5.628,34.232,28.52533,22.17,31.48867,14.97133,511,184,1,152.9449,434,13,214,15,2646,2646,0
68.10417,27.35417,26.73317,15.401,40.70031,783.1297,44.448,6.608,37.84,32.872,21.61933,35.38,16.13267,104,31,1,105.1583,71,7,38,14,2608,2608,0
77.4375,27.35417,25.41967,14.084,40.05688,711.6118,41.952,6.792,35.16,29.802,23.44133,33.11067,15.594,646,241,2,150.6898,545,18,232,23,2614,2614,0
64.52083,27.27083,20.60867,15.30667,43.54918,768.2216,37.204,2.056,35.148,12.27133,20.686,29.39267,10.55467,121,20,2,68.65538,60,8,33,50,4272,4272,0
79.4375,27.27083,25.52217,13.66367,40.20618,669.9969,41.648,7.664,33.984,29.47467,23.974,32.75,16.364,871,305,2,137.0818,672,23,304,37,3541,3541,0
111.4375,27.27083,17.415,7.686,25.05869,835.6934,32.908,2.236,30.672,21.59467,6.88,27.39267,6.88,1354,206,43,48.61349,590,177,430,177,3646,3646,0
68.77083,27.22917,27.26717,16.725,44.67147,750.6016,44.024,6.584,37.44,34.67133,27.506,35.252,16.92533,114,47,1,138.4605,92,4,63,12,2286,2286,0
80.02083,27.22917,25.36033,13.24267,39.92603,651.7805,41.288,8.12,33.168,29.304,23.82133,32.322,16.444,915,293,2,130.8429,691,26,335,41,4303,4303,0
66.1875,27.1875,21.12383,14.455,43.1544,711.9665,36.796,3.3,33.496,28.90867,21.41533,28.90867,11.62067,268,61,4,81.38413,133,19,133,62,3278,3278,0
67.6875,27.1875,27.05233,15.38467,40.7692,778.739,44.78,7.044,37.736,33.29133,21.94733,35.68533,16.54667,120,35,1,106.1589,83,8,43,16,4281,4281,0
68.9375,27.1875,27.492,17.29667,45.42669,754.1401,44.5,6.424,38.076,34.844,30.32867,35.49467,17.08,111,47,0,143.2112,92,4,62,11,3684,3684,0
74.5625,27.1875,25.496,15.03867,43.67135,658.2761,40.736,6.3,34.436,29.73533,17.422,32.64667,16.40867,370,128,2,146.1866,303,11,160,14,2722,2722,0
80.5625,27.14583,25.206,12.95667,40.44913,622.5469,40.432,8.4,32.032,29.09533,23.85467,31.71667,16.652,1022,327,2,132.6916,777,27,389,45,3824,3824,0
95.27083,27.10417,23.36483,9.683666,42.91644,449.3385,31.872,9.308001,22.564,28.02867,18.154,28.02867,17.08267,2476,494,19,78.92258,1238,79,1238,95,2904,2904,0
109.3542,27.10417,16.11933,7.754,26.61312,790.9343,30.624,1.488,29.136,20.28467,6.054,25.492,6.054,1227,204,32,56.42596,548,122,449,122,2905,2905,0
120.1875,27.10417,16.21217,7.016333,27.1236,693.4263,28.932,3.064,25.868,18.71733,9.706,24.46933,7.628,1641,251,40,53.87202,626,150,556,180,3469,3469,0
67.6875,27.0625,27.05967,15.672,41.54825,781.1429,44.668,6.948,37.72,33.36333,22.03933,35.61067,16.46533,126,37,1,107.3033,87,8,46,16,2730,2730,0
77.97917,27.0625,25.36233,13.842,39.32833,708.9213,41.932,6.736,35.196,29.58533,16.712,33.06933,15.59467,806,270,4,136.1624,638,28,295,35,3114,3114,0
110.6458,27.0625,16.98517,7.912333,26.17898,817.501,32.088,1.864,30.224,21.21867,6.638667,26.718,6.638667,1361,220,40,52.59787,612,165,447,165,2487,2487,0
113.6458,27.02083,15.29167,7.654666,26.08241,789.3769,29.64,0.292,29.348,19.46133,7.038,24.58733,5.204,1638,239,49,46.60069,687,196,502,224,3723,3723,0
70.14583,26.97917,27.57583,16.86167,45.60165,691.4598,43.776,6.8,36.976,32.62733,23.292,34.75,17.84533,131,53,0,155.4954,114,2,54,4,4343,4343,0
82.89583,26.97917,24.78367,12.62667,41.60625,586.7237,38.492,8.144,30.348,28.676,17.44867,30.518,16.43267,1217,377,2,132.573,911,28,182,36,3157,3157,0
53.6875,26.9375,24.31433,9.669333,36.96228,641.1392,36.96,10.8,26.16,16.64133,26.17067,31.58467,16.13133,272,52,2,79.68985,141,18,57,130,2346,2346,0
91.39583,26.9375,17.64767,8.23,42.38772,426.838,26.096,6.68,19.416,22.23667,12.88533,22.23667,11.81867,2196,563,10,96.49178,1320,45,1320,63,3709,3709,0
100.5625,26.9375,10.667,11.00667,46.55951,473.0917,20.64,-3.0,23.64,16.088,4.996,16.088,4.542666,794,147,10,70.01645,388,45,388,47,2426,2426,0
115.6875,26.9375,17.12767,7.854,26.19397,796.4067,31.764,1.78,29.984,21.26933,8.695333,26.464,6.900667,1672,271,44,57.47835,773,173,528,219,3753,3753,0
87.0625,26.89583,22.94483,9.810333,44.60054,459.795,31.324,9.328,21.996,27.07333,17.19,27.07333,16.22867,1313,328,7,100.6261,786,30,786,32,3993,3993,0
73.10417,26.85417,26.08483,14.79633,42.95765,655.2928,41.5,7.056,34.444,30.22133,18.09133,33.148,16.96533,350,121,3,142.5017,276,9,166,12,3136,3136,0
88.35417,26.85417,23.12467,8.528,44.71476,389.9126,29.92,10.848,19.072,26.81733,18.3,26.81733,17.44333,3621,925,6,110.5676,2347,34,2347,43,2229,2229,0
68.72917,26.8125,27.66817,17.89167,46.41399,741.7225,44.792,6.244,38.548,34.83933,22.86667,35.47667,17.38133,119,52,1,148.5531,98,4,65,9,4039,4039,0
71.22917,26.8125,26.81167,15.08733,43.89426,634.2784,42.16,7.788,34.372,30.858,22.95333,33.34533,17.80933,177,68,1,156.0906,150,5,81,5,3750,3750,0
94.27083,26.8125,23.83917,9.997,44.58965,444.2465,32.08,9.66,22.42,28.34333,18.61133,28.34333,17.566,2413,434,16,79.28889,1195,76,1195,88,3695,3695,0
81.14583,26.77083,25.22917,12.81833,40.37524,618.3515,40.068,8.32,31.748,29.03267,23.95733,31.706,16.71067,965,289,1,130.8118,727,23,394,45,2253,2253,0
89.02083,26.77083,24.7725,9.061,46.54305,376.6734,31.768,12.3,19.468,28.278,20.06333,28.278,19.298,3769,897,6,107.7203,2436,37,2436,44,3994,3994,0
99.8125,26.77083,13.26583,10.557,44.85469,490.8568,23.248,-0.288,23.536,18.86333,7.540667,18.86333,6.868667,872,137,13,57.90377,372,55,372,79,3747,3747,0
74.60417,26.72917,25.31167,14.62267,43.45776,621.4295,40.38,6.732,33.648,28.87933,17.71667,32.14734,16.752,442,153,2,152.1388,374,9,194,10,3468,3468,0
76.1875,26.72917,25.40383,14.38033,42.03792,654.1378,41.42,7.212,34.208,29.098,17.45267,32.53667,16.40133,680,242,2,152.9739,574,13,292,16,4075,4075,0
87.8125,26.72917,24.4145,9.517,44.64721,426.9062,32.176,10.86,21.316,28.216,19.03933,28.216,18.13867,2572,736,5,116.0799,1717,27,1717,30,4116,4116,0
96.27083,26.6875,22.68217,9.349001,43.71143,437.812,30.332,8.944,21.388,26.90133,17.62,26.92867,16.44267,3267,822,22,104.8304,2101,76,1899,78,3408,3408,0
102.7292,26.6875,10.5405,10.42633,45.85019,471.7986,19.92,-2.82,22.74,15.83667,4.296,15.83667,4.296,915,188,9,89.82656,515,28,515,28,2201,2201,0
119.5208,26.64583,18.28267,6.93,26.86463,691.8475,31.404,5.608,25.796,20.798,11.826,26.53333,9.754666,1637,292,42,57.80753,674,135,636,184,2833,2833,0
57.9375,26.60417,22.75567,9.58,38.82315,571.716,34.144,9.468,24.676,16.142,23.61867,29.3,15.33533,275,48,8,63.24664,130,27,60,114,2793,2793,0
57.10417,26.5625,26.88183,7.527667,35.53468,525.1082,36.176,14.992,21.184,20.6,32.25333,32.74333,20.02333,173,43,0,113.7519,119,3,4,115,3852,3852,0
91.3125,26.5625,24.01783,9.664333,47.26298,382.4048,31.748,11.3,20.448,27.19867,19.602,27.838,18.54067,2509,584,7,96.05833,1483,38,1040,41,2713,2713,0
100.0208,26.5625,10.65017,11.481,47.00704,490.127,20.916,-3.508,24.424,16.224,4.909333,16.224,4.274,818,140,11,63.58707,375,48,375,59,2227,2227,0
72.64583,26.52083,26.34733,14.424,42.94391,626.9161,41.452,7.864,33.588,30.09733,18.66467,33.06467,17.58667,336,113,2,139.4974,262,8,153,10,3036,3036,0
117.8125,26.52083,17.97283,8.667666,31.5647,672.3686,31.616,4.156,27.46,21.22,10.82667,25.848,9.344,1682,295,42,61.28213,797,158,567,201,2940,2940,0
69.52083,26.47917,27.49167,17.446,46.43351,685.7542,43.948,6.376,37.572,32.43933,18.89,34.504,17.78067,151,61,1,155.8379,126,3,73,6,2340,2340,0
99.85417,26.47917,13.14767,11.46,47.37887,482.1372,23.216,-0.972,24.188,18.606,7.428,18.606,6.828,856,136,13,58.48591,372,56,372,73,3216,3216,0
103.4792,26.47917,13.29033,10.414,43.81521,512.4943,23.468,-0.3,23.768,19.014,6.449333,19.014,6.449333,883,174,8,88.61058,491,28,491,28,3411,3411,0
108.8958,26.47917,15.05733,7.71,27.44554,756.9578,28.808,0.716,28.092,19.176,5.390666,23.96,5.390666,1259,209,32,57.72871,551,118,486,118,3452,3452,0
74.27083,26.4375,25.773,14.17267,42.80221,615.0462,40.656,7.544,33.112,29.152,24.38533,32.47066,17.262,370,134,1,153.4968,313,6,170,7,2509,2509,0
113.8125,26.4375,16.89233,8.246667,27.58083,787.0471,31.676,1.776,29.9,21.23333,8.511333,26.10133,6.806,1511,227,45,49.30342,646,170,470,207,2616,2616,0
67.02083,26.39583,26.13183,16.25633,47.15808,661.8332,41.504,7.032,34.472,31.55267,22.178,33.17067,17.02,249,75,3,110.7642,162,14,104,30,3689,3689,0
82.8125,26.39583,25.18117,12.30033,39.79145,596.8041,39.536,8.624001,30.912,28.86867,24.07667,31.284,16.79,1060,328,5,134.1691,819,29,137,36,2635,2635,0
101.1042,26.39583,18.56683,11.117,46.39816,459.7854,28.76,4.8,23.96,23.356,12.42333,23.36067,12.42333,755,148,9,79.77175,405,35,323,35,2598,2598,0
105.0625,26.39583,14.04483,8.333,34.28654,593.9662,25.312,1.008,24.304,20.734,6.037333,20.734,6.037333,1149,229,18,79.02155,595,56,595,56,3771,3771,0
76.14583,26.35417,25.97433,14.52,42.46111,643.0346,41.976,7.78,34.196,29.34533,18.03467,33.024,17.18533,716,259,2,156.6089,613,13,68,16,4221,4221,0
77.60417,26.35417,25.71367,14.12333,39.7706,690.1277,42.712,7.2,35.512,29.33133,29.87467,33.312,16.326,785,311,1,157.1173,676,14,51,24,3654,3654,0
60.77083,26.3125,24.68067,11.31667,41.10966,610.0107,37.792,10.264,27.528,17.82933,25.18733,31.54667,16.64267,243,40,4,62.17612,98,19,85,89,3552,3552,0
119.1458,26.3125,16.9965,7.546333,29.3449,657.7491,29.748,4.032,25.716,19.656,10.61533,24.81267,8.783333,1583,285,38,59.6759,690,128,601,175,3838,3838,0
85.85417,26.27083,24.41267,11.67333,43.95081,516.2795,35.232,8.672,26.56,28.33933,16.92267,29.15067,16.92267,1031,271,1,119.4036,710,24,472,24,2824,2824,0
93.9375,26.27083,24.0645,10.52433,46.06238,446.0898,32.372,9.524,22.848,28.52933,18.65933,28.52933,17.69,1771,313,11,76.81123,874,60,874,62,3925,3925,0
70.39583,26.22917,27.28883,16.57567,46.37848,624.9247,43.0,7.26,35.74,31.35267,19.402,33.70867,18.426,196,73,1,150.2284,165,4,84,5,2845,2845,0
92.4375,26.22917,24.37667,9.842,45.87062,420.6271,32.284,10.828,21.456,28.53267,18.33667,28.53267,18.33667,1566,317,7,91.29766,894,24,894,24,4111,4111,0
60.39583,26.1875,25.59783,11.27567,42.15518,577.2085,38.252,11.504,26.748,19.08,26.16067,32.03267,17.954,259,47,5,61.77539,100,26,92,91,3574,3574,0
63.27083,26.1875,24.7805,14.347,44.96928,650.3453,40.12,8.216,31.904,17.69467,25.14,31.79867,15.99933,175,40,3,68.15765,66,12,58,58,4230,4230,0
71.39583,26.1875,26.81733,15.58067,45.34536,597.4618,42.272,7.912,34.36,30.304,23.13,33.08267,18.40867,210,79,1,143.9116,171,5,87,5,3354,3354,0
97.47917,26.1875,22.044,8.972667,43.20429,436.1991,29.668,8.9,20.768,26.21267,16.97733,26.272,15.83933,2983,713,16,103.3553,1904,69,1643,84,3275,3275,0
97.72917,26.1875,21.54683,8.865,42.63659,443.4194,29.236,8.444,20.792,25.844,16.39333,25.86467,15.266,2843,659,16,100.5376,1782,70,1523,90,2543,2543,0
105.5208,26.1875,14.67817,7.969,32.38904,623.2637,26.144,1.54,24.604,21.722,6.32,21.722,6.32,1205,238,18,76.83047,612,61,612,61,2964,2964,0
106.6042,26.1875,15.27,7.744,30.07145,669.494,27.54,1.788,25.752,21.734,6.489333,22.97333,6.489333,1154,219,18,71.69797,574,62,542,62,3134,3134,0
77.60417,26.14583,25.92567,13.82333,40.32478,639.4082,42.332,8.052,34.28,28.92333,30.14267,33.25,17.41,822,311,2,155.1296,705,14,59,26,4097,4097,0
107.4375,26.14583,14.88967,7.948667,29.36989,709.366,27.884,0.82,27.064,21.75133,5.781333,23.20667,5.781333,1208,215,24,66.60897,577,78,531,78,2465,2465,0
113.3958,26.14583,16.37617,7.861667,27.03462,768.0353,30.56,1.48,29.08,20.58667,8.252666,25.39133,6.521333,1540,235,48,50.44644,668,168,486,200,4352,4352,0
69.85417,26.10417,27.4115,17.33567,47.14879,640.7156,43.432,6.664,36.768,31.75267,19.344,33.93933,18.30067,184,67,1,152.1196,154,4,84,5,2924,2924,0
76.9375,26.10417,26.22283,13.98833,40.82516,647.4665,42.54,8.276,34.264,29.38667,25.19,33.532,17.56267,703,277,1,160.1696,611,10,51,18,2774,2774,0
57.35417,26.0625,27.08517,7.981,37.71026,496.3327,36.564,15.4,21.164,20.58067,30.55,32.54533,20.58067,165,37,1,99.30946,103,8,10,103,3837,3837,0
59.3125,26.0625,26.9065,9.575,40.45547,522.033,38.0,14.332,23.668,20.87133,30.68267,32.664,19.99467,216,32,3,59.29155,92,21,57,89,2589,2589,0
74.35417,26.0625,25.35817,13.335,41.87076,588.8409,39.912,8.064,31.848,28.312,24.18533,31.85067,17.21667,378,133,0,147.6253,314,5,41,5,2941,2941,0
95.3125,26.0625,15.24117,9.125,44.90649,410.7959,22.916,2.596,20.32,19.49333,9.536,19.49333,9.536,2144,447,15,93.33657,1264,64,1264,64,3834,3834,0
100.1458,26.0625,14.2605,11.841,49.67696,440.3165,24.38,0.544,23.836,19.14667,8.894,19.14667,8.454666,824,137,13,63.04015,379,56,379,60,3089,3089,0
108.7708,26.0625,15.4265,7.851,28.29393,739.9308,28.868,1.12,27.748,22.53267,5.956666,24.08667,5.956666,1298,219,32,60.19859,585,119,524,119,4133,4133,0
62.64583,25.9375,27.549,14.06667,46.93269,579.5477,41.816,11.844,29.972,21.16933,28.01933,33.85,19.63733,132,29,2,72.38715,67,7,30,66,2877,2877,0
80.02083,25.9375,26.14183,13.76767,40.04091,657.5676,42.86,8.476,34.384,29.39,30.418,33.58333,17.36267,840,305,2,143.9554,680,15,65,38,2759,2759,0
80.77083,25.9375,25.77917,13.02767,38.92574,647.7586,42.08,8.612,33.468,29.20933,29.83133,33.0,17.07267,939,316,3,142.9878,763,18,72,44,2467,2467,0
58.02083,25.89583,26.85167,7.731333,37.19848,478.4762,36.276,15.492,20.784,20.54267,30.13667,32.07933,20.54267,172,33,1,77.53284,94,14,26,94,3511,3511,0
64.14583,25.89583,22.129,14.038,46.50808,604.4138,36.228,6.044,30.184,27.4,18.71933,28.612,13.918,608,207,4,125.0485,410,40,244,78,4070,4070,0
71.89583,25.89583,27.19667,15.26733,45.17497,584.2387,42.496,8.7,33.796,30.374,23.51533,33.402,19.05067,260,111,2,153.9278,215,6,97,8,3532,3532,0
81.72917,25.89583,25.673,12.77533,39.12573,627.5374,41.076,8.424,32.652,29.25067,29.5,32.384,16.98267,957,302,3,140.0313,769,21,96,38,2641,2641,0
62.89583,25.85417,27.415,14.48733,47.52439,579.7678,42.076,11.592,30.484,21.058,27.866,33.73466,19.49933,140,26,2,65.9949,62,8,40,60,3401,3401,0
107.1875,25.85417,15.27,7.984666,30.39693,684.676,27.772,1.504,26.268,21.87067,6.370667,23.18,6.370667,1227,222,23,69.16406,599,75,562,75,2445,2445,0
116.7292,25.85417,16.879,9.001333,33.23978,646.0096,29.836,2.756,27.08,20.244,9.974,24.32733,8.499333,1687,273,39,57.54206,760,154,579,195,3757,3757,0
69.9375,25.72917,27.28783,17.15233,47.57664,609.4644,42.864,6.812,36.052,31.26867,19.62533,33.53133,18.62733,210,73,1,146.364,173,4,94,5,3023,3023,0
97.02083,25.6875,17.123,9.059999,45.1375,411.4932,24.34,4.268,20.072,21.232,12.376,21.232,11.33667,2413,510,16,92.80415,1425,81,1425,81,3724,3724,0
55.72917,25.64583,27.44861,13.04722,45.94092,601.9254,41.09167,12.69167,28.4,20.46944,34.39722,34.39722,19.75417,132,40,0,116.6667,92,1,1,85,4104,4104,0
72.89583,25.60417,27.19367,14.316,44.41549,554.5438,41.976,9.744,32.232,29.74267,19.526,33.414,19.526,419,143,1,148.0832,355,6,45,6,2212,2212,0
72.52083,25.5625,27.04683,14.26033,44.22083,560.066,41.872,9.624001,32.248,29.79267,19.28533,33.208,19.28533,338,126,1,151.3369,287,6,35,6,2740,2740,0
71.85417,25.52083,27.44733,15.32067,45.91976,557.1456,42.572,9.208,33.364,30.24067,19.71667,33.512,19.71667,293,123,1,159.5656,251,6,28,6,3106,3106,0
70.72917,25.47917,26.91017,16.44167,47.36049,567.2485,42.204,7.488,34.716,30.13067,19.76933,32.78733,18.90067,287,105,1,151.7041,243,6,123,6,2867,2867,0
93.77083,25.47917,19.551,9.685333,46.1558,422.3203,27.228,6.244,20.984,23.73733,13.49267,23.73733,13.49267,2044,404,9,84.27349,1131,64,1131,64,3326,3326,0
99.52083,25.47917,16.7185,11.45233,47.48853,465.9319,26.388,2.272,24.116,21.66333,10.38067,21.66333,10.38067,969,161,16,65.7643,462,70,462,70,3520,3520,0
84.4375,25.4375,25.861,11.98467,38.9062,584.3367,40.452,9.648,30.804,29.142,25.13867,32.174,17.79067,993,282,2,129.7299,752,21,149,30,3209,3209,0
65.60417,25.39583,26.863,14.16133,51.89582,478.7768,38.608,11.32,27.288,30.49333,27.49867,31.948,20.11733,113,34,1,89.06986,49,7,38,40,3420,3420,0
71.10417,25.39583,27.00033,16.03467,47.0556,552.8701,42.26,8.184,34.076,29.89733,20.062,32.848,19.24067,324,127,1,156.1287,276,7,30,7,2592,2592,0
73.8125,25.39583,23.92317,12.15833,40.88759,530.2863,37.808,8.072001,29.736,26.08933,16.606,30.052,16.606,588,208,1,144.5545,475,8,75,8,2887,2887,0
79.52083,25.39583,26.01583,13.94367,39.97611,655.4064,43.228,8.348,34.88,28.968,30.454,33.608,17.324,859,333,0,155.6121,733,7,47,36,3795,3795,0
97.97917,25.39583,15.86033,9.914,46.59711,422.7133,23.64,2.364,21.276,20.14867,9.982,20.14867,9.982,1821,361,16,84.07933,1012,77,1012,77,2831,2831,0
114.1042,25.39583,17.689,8.134,29.0583,725.1725,31.072,3.08,27.992,21.66133,10.006,26.04067,8.309999,1564,259,40,57.66669,711,140,520,193,2918,2918,0
110.6875,25.35417,16.73583,7.331,26.89683,742.7756,29.64,2.384,27.256,20.702,9.132,25.28133,7.181334,1705,309,48,60.73135,807,176,603,196,2823,2823,0
72.97917,25.3125,26.81983,14.03567,43.49717,557.3431,41.86,9.592,32.268,29.194,19.11867,33.18867,19.11867,492,165,1,150.5778,426,6,46,6,3250,3250,0
112.8125,25.1875,19.0145,8.423,29.16955,745.6672,32.972,4.096,28.876,23.06067,11.15533,27.64533,9.392,1431,238,36,59.60493,668,125,503,150,3844,3844,0
114.5208,25.1875,19.943,8.874001,31.05403,714.9533,33.612,5.036,28.576,23.78067,12.34267,28.16867,10.68333,1559,263,38,58.07088,706,142,521,194,2266,2266,0
82.72917,25.10417,26.43683,12.52033,38.72428,610.1371,41.724,9.391999,32.332,29.63867,25.77533,33.034,17.92733,1022,349,2,143.9623,843,22,91,36,2394,2394,0
79.35417,25.0625,25.8635,13.867,40.041,641.1024,43.016,8.384,34.632,28.63333,30.28333,33.40467,17.40867,959,344,2,148.4219,801,10,74,39,4226,4226,0
68.02083,24.97917,26.5905,11.61833,43.71081,511.5885,37.924,11.344,26.58,31.126,24.05267,31.76467,19.194,196,81,1,147.4227,154,5,101,13,3998,3998,0
73.52083,24.97917,22.82467,11.622,41.21276,480.9813,36.216,8.016,28.2,24.42933,16.24333,28.57867,16.24333,760,271,1,150.3378,635,8,86,8,2351,2351,0
94.0625,24.97917,20.01817,10.58833,48.12879,401.5607,28.216,6.216,22.0,23.804,15.01733,23.804,14.18533,2323,513,11,91.87207,1366,65,1366,66,4316,4316,0
98.64583,24.97917,15.81033,10.66533,47.61309,443.2924,24.124,1.724,22.4,20.40933,9.696667,20.40933,9.696667,1366,265,17,78.90993,727,68,727,68,2236,2236,0
106.2292,24.97917,19.51783,8.246333,34.54396,594.1459,30.548,6.676,23.872,26.088,11.50333,26.088,11.50333,1225,234,13,80.26405,652,55,652,55,3583,3583,0
69.0625,24.9375,26.92917,14.681,46.24228,538.4227,40.784,9.036,31.748,30.352,20.286,32.468,19.23933,206,79,2,150.3804,174,6,91,8,2678,2678,0
98.85417,24.89583,20.48217,11.21367,47.54777,444.8566,29.632,6.048,23.584,24.936,14.26267,24.936,14.26267,1456,323,16,90.61902,865,60,865,60,4079,4079,0
83.72917,24.8125,25.70683,11.43967,37.77462,573.7196,40.512,10.228,30.284,28.41267,25.422,32.246,17.96133,1080,331,3,136.3121,850,29,135,37,4274,4274,0
86.27083,24.77083,26.11817,11.835,40.64217,525.3689,39.68,10.56,29.12,28.88467,25.832,31.894,18.89867,1055,261,2,116.3044,731,26,193,29,3183,3183,0
113.5625,24.77083,20.63167,8.269334,30.37516,696.275,33.624,6.4,27.224,24.33667,13.316,28.614,11.658,1560,266,35,64.49612,750,117,565,173,3227,3227,0
100.0625,24.72917,18.92767,11.22067,48.22359,435.5424,28.208,4.94,23.268,23.49267,12.962,23.49267,12.962,1003,193,14,81.31887,546,51,546,51,2200,2200,0
78.10417,24.6875,25.52633,13.03133,40.00778,569.2175,42.12,9.548,32.572,27.13667,30.24667,32.74133,18.20533,1014,344,2,150.295,847,14,88,35,3557,3557,0
95.22917,24.6875,24.20433,10.52667,45.56998,399.1789,33.32,10.22,23.1,27.53467,18.27867,27.756,18.27867,2076,446,9,101.8258,1274,41,1039,41,4273,4273,0
76.10417,24.64583,26.37633,13.25667,41.2261,560.1811,42.416,10.26,32.156,28.11,26.076,33.32533,19.08867,887,317,1,156.5919,778,8,72,12,2257,2257,0
76.8125,24.64583,26.22533,14.05333,42.01546,581.3338,43.112,9.664,33.448,28.002,25.94333,33.45867,18.65733,895,321,0,160.1448,790,7,63,16,2873,2873,0
102.5208,24.64583,13.85583,10.78833,47.7529,428.2293,23.112,0.52,22.592,18.268,8.004666,18.268,8.004666,943,185,13,82.90157,519,43,519,43,4051,4051,0
68.0625,24.5625,26.5715,12.32433,45.27676,481.2073,38.012,10.792,27.22,30.70733,24.058,31.51267,19.618,225,106,1,159.8987,181,5,128,12,3863,3863,0
71.72917,24.5625,27.45783,15.05033,46.16667,516.8901,42.696,10.096,32.6,29.61933,20.404,33.386,20.404,432,171,1,156.9134,380,4,32,4,2224,2224,0
81.47917,24.5625,25.32933,12.894,38.97824,599.7581,41.596,8.516,33.08,27.88533,29.738,32.386,17.27333,1101,356,4,141.8198,888,24,121,40,3936,3936,0
85.27083,24.5625,25.8325,12.06367,39.48568,556.2156,40.412,9.86,30.552,29.784,18.71933,32.10733,18.23,978,248,3,119.7716,670,25,208,30,2728,2728,0
91.64583,24.5625,24.80633,10.19,46.29293,393.6372,32.344,10.332,22.012,27.904,18.91,28.232,18.91,2936,578,8,85.33095,1516,48,1491,48,2430,2430,0
89.47917,24.52083,25.331,9.804667,42.29066,415.168,34.284,11.1,23.184,28.73667,20.00267,28.73667,19.18333,1674,347,5,93.63717,919,33,919,34,2192,2192,0
108.3125,24.52083,20.15717,7.649,30.08574,668.3777,32.116,6.692,25.424,26.47267,13.12067,27.7,11.412,1534,273,35,68.41174,737,127,724,138,2321,2321,0
69.64583,24.47917,27.254,15.83267,49.12705,499.9564,41.032,8.804,32.228,30.078,20.994,32.25333,20.044,252,113,1,158.4462,217,5,131,6,2663,2663,0
75.9375,24.47917,26.25167,14.188,42.74524,559.6522,42.692,9.5,33.192,27.86133,26.09067,33.22533,18.95667,861,287,1,154.0502,753,8,70,11,3767,3767,0
97.85417,24.47917,16.71183,10.85633,48.47443,418.6453,24.964,2.568,22.396,20.858,10.81333,20.858,10.81333,1674,349,12,88.48995,951,51,951,51,3534,3534,0
70.39583,24.35417,27.2675,13.879,45.50492,498.3719,40.6,10.1,30.5,29.82733,26.42667,32.422,20.15067,290,123,1,161.0828,256,4,20,5,3950,3950,0
73.52083,24.35417,24.29533,12.47667,43.03486,467.7582,38.184,9.192,28.992,25.53533,24.30733,30.042,17.96733,788,277,1,151.0427,669,7,85,7,4065,4065,0
85.5625,24.35417,25.09783,11.84167,40.02185,530.2297,39.428,9.84,29.588,27.576,18.32467,31.19933,17.94,1049,255,2,115.8903,699,24,225,30,3222,3222,0
55.14583,24.3125,27.927,13.77533,45.15911,653.7278,42.696,12.192,30.504,23.708,32.89933,35.38066,19.44933,106,32,2,99.34102,68,7,9,49,2585,2585,0
56.47917,24.3125,27.57083,11.91167,44.28129,566.6272,40.412,13.512,26.9,21.03867,28.22733,33.892,20.21133,134,34,2,83.80729,75,9,19,60,4176,4176,0
103.3958,24.3125,17.40217,10.875,48.08543,454.1344,26.828,4.212,22.616,22.06933,11.16,22.06933,11.16,930,183,11,84.22807,525,44,525,44,3221,3221,0
105.1875,24.3125,18.24917,8.806334,38.69895,536.1265,28.32,5.564,22.756,24.02067,10.898,24.02067,10.898,1186,229,14,83.12028,655,56,655,56,3625,3625,0
68.4375,24.22917,27.30183,12.829,47.84798,439.5244,38.436,11.624,26.812,29.864,29.49333,31.61133,20.83533,279,119,1,160.1951,243,4,140,8,3133,3133,0
99.8125,24.22917,15.137,11.81667,51.64627,397.2758,24.004,1.124,22.88,19.33,9.699333,19.33,9.699333,1112,212,13,80.89494,594,52,594,52,4035,4035,0
53.3125,24.10417,27.76979,11.32708,41.64369,614.6182,41.075,13.875,27.2,20.53333,33.54792,34.69583,19.8375,59,18,0,112.2174,43,1,1,31,3476,3476,0
68.39583,24.10417,26.63967,11.36667,45.57605,441.8688,36.76,11.82,24.94,29.432,28.62867,30.946,20.132,269,117,1,161.1546,235,3,137,8,3381,3381,0
69.27083,24.10417,27.0995,12.88033,47.72615,437.5163,38.152,11.164,26.988,29.626,22.51333,31.35067,20.67667,333,136,1,159.4017,296,3,159,3,3424,3424,0
87.4375,24.10417,26.01383,11.67767,43.33408,451.7063,37.968,11.02,26.948,28.60133,20.06933,30.65933,19.61533,1355,338,3,111.4554,888,31,296,32,2618,2618,0
97.89583,24.10417,18.81733,10.79333,48.43535,402.4687,27.156,4.872,22.284,22.67067,13.08333,22.67067,13.08333,1564,337,9,91.30151,907,38,907,38,3429,3429,0
121.1458,24.10417,16.29267,5.896,36.02151,372.2625,23.828,7.46,16.368,19.66467,12.48533,20.37267,11.29067,2343,353,49,60.55305,1014,169,1001,230,2495,2495,0
90.10417,24.0625,25.27133,9.496,42.20444,409.0825,33.304,10.804,22.5,28.53933,19.09333,28.53933,19.09333,1923,363,7,87.14532,994,36,994,36,3253,3253,0
